,project_id,project_location_id,precision_code,geoname_id,place_name,latitude,longitude,location_type_code,location_type_name,gazetteer_adm_code,gazetteer_adm_name,location_class,geographic_exactness,project_title,start_actual_isodate,end_actual_isodate,donors_iso3,recipients,recipients_iso3,ad_sector_codes,ad_sector_names,ad_purpose_codes,ad_purpose_names,status,transactions_start_year,transactions_end_year,project_total_commitments,total_disbursements,even_split_commitments,even_split_disbursements,recommended_for_research,umbrella,year,year_uncertain,crs_sector_code,crs_sector_name,flow,all_recipients,recipient_condensed,sources_count,funding_agency,cofinancing_agency,implementing_agency,recipient_agencies,recipient_agencies_count,flow_class,intent,amount,currency,deflators_used,exchange_rates_used,usd_defl_2014,usd_current,start_actual,start_planned,end_actual,end_planned,recipient_count,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,location_details,contacts,source_triangulation,field_completeness,round_coded,geometry,index_right,GDLCODE,iso_code,country,region,layer,path,Continent
334,695,695_372535,3,372535,Khartoum,15.51026,32.54253,ADM2,second-order administrative division,6295630|6255146|SD|29|372535,Earth|Africa|Sudan|Khartoum|Khartoum,1,1,Power-transmission and transformation line project for the Merowe hydroelectric dam (linked to #178),,2007-05-01,CHN,Sudan,SDN,230,Energy Generation and Supply,,,Completion,2003,2003,743501477.0,,39131656.6842105,,True,False,2003,False,230,Energy Generation and Supply,Export credits,Sudan,Sudan,5,"Export-Import Bank of China, Government Agency",,"Harbin Power Equipment Co., Ltd., State-Owned Company",,,OOF-like,Mixed,337450000.0,USD,0.453865945,1.0,743501477.0,337450000.0,,2003-12-01,2007-05-01,,1,625,278,Sudan,SDN,SD,736,732,False,True,False,,,,,,,,9,9,ChinatoAfrica,POINT (32.54253 15.51026),1013.0,SDNr106,SDN,Sudan,Khartoum,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
335,695,695_8050944,3,8050944,Khartoum North,15.874,32.824,ADM2,second-order administrative division,6295630|6255146|SD|29|8050944,Earth|Africa|Sudan|Khartoum|Khartoum North,1,1,Power-transmission and transformation line project for the Merowe hydroelectric dam (linked to #178),,2007-05-01,CHN,Sudan,SDN,230,Energy Generation and Supply,,,Completion,2003,2003,743501477.0,,39131656.6842105,,True,False,2003,False,230,Energy Generation and Supply,Export credits,Sudan,Sudan,5,"Export-Import Bank of China, Government Agency",,"Harbin Power Equipment Co., Ltd., State-Owned Company",,,OOF-like,Mixed,337450000.0,USD,0.453865945,1.0,743501477.0,337450000.0,,2003-12-01,2007-05-01,,1,625,278,Sudan,SDN,SD,736,732,False,True,False,,,,,,,,9,9,ChinatoAfrica,POINT (32.824 15.874),1013.0,SDNr106,SDN,Sudan,Khartoum,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
336,695,695_8050947,3,8050947,Atbara,17.285,35.025,ADM2,second-order administrative division,6295630|6255146|SD|53|8050947,Earth|Africa|Sudan|River Nile State|Atbara,1,1,Power-transmission and transformation line project for the Merowe hydroelectric dam (linked to #178),,2007-05-01,CHN,Sudan,SDN,230,Energy Generation and Supply,,,Completion,2003,2003,743501477.0,,39131656.6842105,,True,False,2003,False,230,Energy Generation and Supply,Export credits,Sudan,Sudan,5,"Export-Import Bank of China, Government Agency",,"Harbin Power Equipment Co., Ltd., State-Owned Company",,,OOF-like,Mixed,337450000.0,USD,0.453865945,1.0,743501477.0,337450000.0,,2003-12-01,2007-05-01,,1,625,278,Sudan,SDN,SD,736,732,False,True,False,,,,,,,,9,9,ChinatoAfrica,POINT (35.025 17.285),1009.0,SDNr102,SDN,Sudan,Nahr El Nil,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
337,695,695_8050949,3,8050949,Port Sudan,20.023,35.393,ADM2,second-order administrative division,6295630|6255146|SD|36|8050949,Earth|Africa|Sudan|Red Sea State|Port Sudan,1,1,Power-transmission and transformation line project for the Merowe hydroelectric dam (linked to #178),,2007-05-01,CHN,Sudan,SDN,230,Energy Generation and Supply,,,Completion,2003,2003,743501477.0,,39131656.6842105,,True,False,2003,False,230,Energy Generation and Supply,Export credits,Sudan,Sudan,5,"Export-Import Bank of China, Government Agency",,"Harbin Power Equipment Co., Ltd., State-Owned Company",,,OOF-like,Mixed,337450000.0,USD,0.453865945,1.0,743501477.0,337450000.0,,2003-12-01,2007-05-01,,1,625,278,Sudan,SDN,SD,736,732,False,True,False,,,,,,,,9,9,ChinatoAfrica,POINT (35.393 20.023),1010.0,SDNr103,SDN,Sudan,Red Sea,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
338,695,695_8051145,3,8051145,Merawi,18.31,31.94,ADM2,second-order administrative division,6295630|6255146|SD|43|8051145,Earth|Africa|Sudan|The Northern State|Merawi,1,1,Power-transmission and transformation line project for the Merowe hydroelectric dam (linked to #178),,2007-05-01,CHN,Sudan,SDN,230,Energy Generation and Supply,,,Completion,2003,2003,743501477.0,,39131656.6842105,,True,False,2003,False,230,Energy Generation and Supply,Export credits,Sudan,Sudan,5,"Export-Import Bank of China, Government Agency",,"Harbin Power Equipment Co., Ltd., State-Owned Company",,,OOF-like,Mixed,337450000.0,USD,0.453865945,1.0,743501477.0,337450000.0,,2003-12-01,2007-05-01,,1,625,278,Sudan,SDN,SD,736,732,False,True,False,,,,,,,,9,9,ChinatoAfrica,POINT (31.94 18.31),1008.0,SDNr101,SDN,Sudan,Northern,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
339,695,695_8051144,1,8051144,Merowe Dam,18.66889,32.05028,DAM,dam,6295630|6255146|SD|30,Earth|Africa|Sudan|Merowe Dam,3,1,Power-transmission and transformation line project for the Merowe hydroelectric dam (linked to #178),,2007-05-01,CHN,Sudan,SDN,230,Energy Generation and Supply,,,Completion,2003,2003,743501477.0,,39131656.6842105,,True,False,2003,False,230,Energy Generation and Supply,Export credits,Sudan,Sudan,5,"Export-Import Bank of China, Government Agency",,"Harbin Power Equipment Co., Ltd., State-Owned Company",,,OOF-like,Mixed,337450000.0,USD,0.453865945,1.0,743501477.0,337450000.0,,2003-12-01,2007-05-01,,1,625,278,Sudan,SDN,SD,736,732,False,True,False,,,,,,,,9,9,ChinatoAfrica,POINT (32.05028 18.66889),1008.0,SDNr101,SDN,Sudan,Northern,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
340,706,706_2293538,1,2293538,Abidjan,5.30966,-4.0126599999999994,PPLA,seat of a first-order administrative division,6295630|6255146|CI|82|2293538,Earth|Africa|Ivory Coast|Lagunes|Abidjan,2,1,China co-finances multi-million dollar technology park,,,CHN,Cote D'Ivoire,CIV,160,Other Social infrastructure and services,,,Implementation,2004,2004,,,,,True,False,2004,False,160,Other Social infrastructure and services,Vague TBD,Cote D'Ivoire,Cote D'Ivoire,5,"Unspecified Chinese Government Institution, Government Agency",,,,,Vague (Official Finance),Development,,,,,,,,,,,1,437,247,Cote D'Ivoire,CIV,CI,384,662,False,True,False,,,,,,Abidjan,,6,3,ChinatoAfrica,POINT (-4.012659999999999 5.30966),1338.0,CIVr109,CIV,Cote d'Ivoire,"Sud, Abidjan",GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
341,710,710_2596931,2,2596931,Gagnoa,6.58333,-6.25,PPL,populated place,6295630|6255146|CI|80|2596931,Earth|Africa|Ivory Coast|Haut-Sassandra|Gagnoa,2,2,Construction of a hospital,2009-04-01,2010-08-31,CHN,Cote D'Ivoire,CIV,120,Health,,,Completion,2007,2007,25469091.0,,12734545.5,,True,False,2007,False,120,Health,Grant,Cote D'Ivoire,Cote D'Ivoire,13,"Unspecified Chinese Government Institution, Government Agency",,Gansu Overseas Engineering Corporation,,,ODA-like,Development,7500000000.0,XOF,0.614427284,479.26678260000006,25469091.0,15648904.0,2009-04-01,,2010-08-31,,1,437,247,Cote D'Ivoire,CIV,CI,384,662,False,True,False,,,,,,Gagnoa,"Youssouf Bakayoko, ",11,9,ChinatoAfrica,POINT (-6.25 6.58333),1337.0,CIVr104,CIV,Cote d'Ivoire,Centre Ouest,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
342,710,710_2288829,1,2288829,Gagnoa,6.1319300000000005,-5.9506,PPLA,seat of a first-order administrative division,6295630|6255146|CI|79|2288829,Earth|Africa|Ivory Coast|Fromager|Gagnoa,2,1,Construction of a hospital,2009-04-01,2010-08-31,CHN,Cote D'Ivoire,CIV,120,Health,,,Completion,2007,2007,25469091.0,,12734545.5,,True,False,2007,False,120,Health,Grant,Cote D'Ivoire,Cote D'Ivoire,13,"Unspecified Chinese Government Institution, Government Agency",,Gansu Overseas Engineering Corporation,,,ODA-like,Development,7500000000.0,XOF,0.614427284,479.26678260000006,25469091.0,15648904.0,2009-04-01,,2010-08-31,,1,437,247,Cote D'Ivoire,CIV,CI,384,662,False,True,False,,,,,,Gagnoa,"Youssouf Bakayoko, ",11,9,ChinatoAfrica,POINT (-5.9506 6.131930000000001),1337.0,CIVr104,CIV,Cote d'Ivoire,Centre Ouest,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
343,713,713_2293538,1,2293538,Abidjan,5.30966,-4.0126599999999994,PPLA,seat of a first-order administrative division,6295630|6255146|CI|82|2293538,Earth|Africa|Ivory Coast|Lagunes|Abidjan,2,1,China Constructs Conference Hall for the Ministry of Foreign Affairs in Cote D'Ivoire,2007-06-27,,CHN,Cote D'Ivoire,CIV,150,Government and Civil Society,,,Implementation,2006,2006,7387332.0,,3693666.0,,True,False,2006,False,150,Government and Civil Society,Grant,Cote D'Ivoire,Cote D'Ivoire,3,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,2100000000.0,XOF,0.543652291,522.8901096,7387332.0,4016140.0,2007-06-27,,,2008-07-01,1,437,247,Cote D'Ivoire,CIV,CI,384,662,False,False,False,,,,,,"annex of the ministries complex at the Plateau, Ivory Coast","Michel Amon Tanoh, ; Ambassador Ma Zhixue, ; Youssouf Bakayoko, ; Mr Paul Antoine Bohoun Bouabre, ",4,6,ChinatoAfrica,POINT (-4.012659999999999 5.30966),1338.0,CIVr109,CIV,Cote d'Ivoire,"Sud, Abidjan",GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
344,713,713_7732557,2,7732557,Plateau,5.32549,-4.0201400000000005,ADM3,third-order administrative division,6295630|6255146|CI|35,Earth|Africa|Ivory Coast|Plateau,1,1,China Constructs Conference Hall for the Ministry of Foreign Affairs in Cote D'Ivoire,2007-06-27,,CHN,Cote D'Ivoire,CIV,150,Government and Civil Society,,,Implementation,2006,2006,7387332.0,,3693666.0,,True,False,2006,False,150,Government and Civil Society,Grant,Cote D'Ivoire,Cote D'Ivoire,3,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,2100000000.0,XOF,0.543652291,522.8901096,7387332.0,4016140.0,2007-06-27,,,2008-07-01,1,437,247,Cote D'Ivoire,CIV,CI,384,662,False,False,False,,,,,,"annex of the ministries complex at the Plateau, Ivory Coast","Michel Amon Tanoh, ; Ambassador Ma Zhixue, ; Youssouf Bakayoko, ; Mr Paul Antoine Bohoun Bouabre, ",4,6,ChinatoAfrica,POINT (-4.02014 5.32549),1338.0,CIVr109,CIV,Cote d'Ivoire,"Sud, Abidjan",GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
345,718,718_2293538,1,2293538,Abidjan,5.30966,-4.0126599999999994,PPLA,seat of a first-order administrative division,6295630|6255146|CI|82|2293538,Earth|Africa|Ivory Coast|Lagunes|Abidjan,2,1,Post-crisis reconstruction,,2009-04-07,CHN,Cote D'Ivoire,CIV,120,Health,,,Completion,2008,2008,80061009.0,,40030504.5,,True,False,2008,False,120,Health,Grant,Cote D'Ivoire,Cote D'Ivoire,7,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,26000000000.0,XOF,0.725208865,447.8052556,80061009.0,58060953.0,,,2009-04-07,,1,437,247,Cote D'Ivoire,CIV,CI,384,662,False,False,False,,,,,,,,8,7,ChinatoAfrica,POINT (-4.012659999999999 5.30966),1338.0,CIVr109,CIV,Cote d'Ivoire,"Sud, Abidjan",GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
346,719,719_2293538,1,2293538,Abidjan,5.30966,-4.0126599999999994,PPLA,seat of a first-order administrative division,6295630|6255146|CI|82|2293538,Earth|Africa|Ivory Coast|Lagunes|Abidjan,2,1,Office equipment to Ministry of Foreign Affairs,2008-12-29,2008-12-29,CHN,Cote D'Ivoire,CIV,150,Government and Civil Society,,,Completion,2008,2008,30793.0,,15396.5,,True,False,2008,False,150,Government and Civil Society,Grant,Cote D'Ivoire,Cote D'Ivoire,1,"Unspecified Chinese Government Institution, Government Agency",,,"Ivorian Ministry of Foreign Affairs, Government Agency",1.0,ODA-like,Development,10000000.0,XOF,0.725208865,447.8052556,30793.0,22331.0,2008-12-29,,2008-12-29,,1,437,247,Cote D'Ivoire,CIV,CI,384,662,False,False,False,,,,,,,"Wei Wenhua, ; Yossouf Bakayoko, ",0,7,ChinatoAfrica,POINT (-4.012659999999999 5.30966),1338.0,CIVr109,CIV,Cote d'Ivoire,"Sud, Abidjan",GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
347,725,725_337152,2,337152,Gebre Guracha,9.8,38.4,PPL,populated place,6295630|6255146|ET|51|337152,Earth|Africa|Ethiopia|Oromiya|Gebre Guracha,2,2,EXIM Bank Loans $208 Million USD for Amerti Neshi Hydroelectric Power Plant and Muger Cement Projects,2007-09-24,,CHN,Ethiopia,ETH,430,Other Multisector,,,Completion,2006,2006,382597487.0,,63766247.8333333,,True,False,2006,False,430,Other Multisector,Loan (excluding debt rescheduling),Ethiopia,Ethiopia,19,"Export-Import Bank of China, Government Agency",,"Ethiopia Electric Power Corporation, State-Owned Company; China Gezhouba Group Company Ltd. (CGGC), State-Owned Company","Ethiopia Electric Power Corporation, State-Owned Company",1.0,Vague (Official Finance),Development,208000000.0,USD,0.543652291,1.0,382597487.0,208000000.0,2007-09-24,2006-11-07,,,1,530,238,Ethiopia,ETH,ET,231,644,False,True,False,No Information,,,,,Neshi River;,"Abie Sano, (Commercial Bank of Ethiopia (CBE)); Li Ruogu, (Export-Import Bank of China); Sofian Ahmed, ; Meles Zenawi, ",14,8,ChinatoAfrica,POINT (38.4 9.800000000000001),376.0,ETHr104,ETH,Ethiopia,Oromiya,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
348,725,725_337735,2,337735,Finchawa,9.9,37.45,PPL,populated place,6295630|6255146|ET|51|337735,Earth|Africa|Ethiopia|Oromiya|Finchawa,2,2,EXIM Bank Loans $208 Million USD for Amerti Neshi Hydroelectric Power Plant and Muger Cement Projects,2007-09-24,,CHN,Ethiopia,ETH,430,Other Multisector,,,Completion,2006,2006,382597487.0,,63766247.8333333,,True,False,2006,False,430,Other Multisector,Loan (excluding debt rescheduling),Ethiopia,Ethiopia,19,"Export-Import Bank of China, Government Agency",,"Ethiopia Electric Power Corporation, State-Owned Company; China Gezhouba Group Company Ltd. (CGGC), State-Owned Company","Ethiopia Electric Power Corporation, State-Owned Company",1.0,Vague (Official Finance),Development,208000000.0,USD,0.543652291,1.0,382597487.0,208000000.0,2007-09-24,2006-11-07,,,1,530,238,Ethiopia,ETH,ET,231,644,False,True,False,No Information,,,,,Neshi River;,"Abie Sano, (Commercial Bank of Ethiopia (CBE)); Li Ruogu, (Export-Import Bank of China); Sofian Ahmed, ; Meles Zenawi, ",14,8,ChinatoAfrica,POINT (37.45 9.9),376.0,ETHr104,ETH,Ethiopia,Oromiya,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
349,725,725_339294,1,339294,Derba,9.43333,38.65,PPL,populated place,6295630|6255146|ET|51|339294,Earth|Africa|Ethiopia|Oromiya|Derba,2,1,EXIM Bank Loans $208 Million USD for Amerti Neshi Hydroelectric Power Plant and Muger Cement Projects,2007-09-24,,CHN,Ethiopia,ETH,430,Other Multisector,,,Completion,2006,2006,382597487.0,,63766247.8333333,,True,False,2006,False,430,Other Multisector,Loan (excluding debt rescheduling),Ethiopia,Ethiopia,19,"Export-Import Bank of China, Government Agency",,"Ethiopia Electric Power Corporation, State-Owned Company; China Gezhouba Group Company Ltd. (CGGC), State-Owned Company","Ethiopia Electric Power Corporation, State-Owned Company",1.0,Vague (Official Finance),Development,208000000.0,USD,0.543652291,1.0,382597487.0,208000000.0,2007-09-24,2006-11-07,,,1,530,238,Ethiopia,ETH,ET,231,644,False,True,False,No Information,,,,,Neshi River;,"Abie Sano, (Commercial Bank of Ethiopia (CBE)); Li Ruogu, (Export-Import Bank of China); Sofian Ahmed, ; Meles Zenawi, ",14,8,ChinatoAfrica,POINT (38.65 9.43333),376.0,ETHr104,ETH,Ethiopia,Oromiya,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
350,725,725_344119,1,344119,Amarti,13.28333,41.08333,MT,mountain,6295630|6255146|ET|45|344119,Earth|Africa|Ethiopia|Āfar|Amarti,4,1,EXIM Bank Loans $208 Million USD for Amerti Neshi Hydroelectric Power Plant and Muger Cement Projects,2007-09-24,,CHN,Ethiopia,ETH,430,Other Multisector,,,Completion,2006,2006,382597487.0,,63766247.8333333,,True,False,2006,False,430,Other Multisector,Loan (excluding debt rescheduling),Ethiopia,Ethiopia,19,"Export-Import Bank of China, Government Agency",,"Ethiopia Electric Power Corporation, State-Owned Company; China Gezhouba Group Company Ltd. (CGGC), State-Owned Company","Ethiopia Electric Power Corporation, State-Owned Company",1.0,Vague (Official Finance),Development,208000000.0,USD,0.543652291,1.0,382597487.0,208000000.0,2007-09-24,2006-11-07,,,1,530,238,Ethiopia,ETH,ET,231,644,False,True,False,No Information,,,,,Neshi River;,"Abie Sano, (Commercial Bank of Ethiopia (CBE)); Li Ruogu, (Export-Import Bank of China); Sofian Ahmed, ; Meles Zenawi, ",14,8,ChinatoAfrica,POINT (41.08333 13.28333),374.0,ETHr102,ETH,Ethiopia,Affar,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
351,725,725_330386,1,330386,Muger,9.68333,37.98333,HLL,hill,6295630|6255146|ET|51|330386,Earth|Africa|Ethiopia|Oromiya|Muger,4,1,EXIM Bank Loans $208 Million USD for Amerti Neshi Hydroelectric Power Plant and Muger Cement Projects,2007-09-24,,CHN,Ethiopia,ETH,430,Other Multisector,,,Completion,2006,2006,382597487.0,,63766247.8333333,,True,False,2006,False,430,Other Multisector,Loan (excluding debt rescheduling),Ethiopia,Ethiopia,19,"Export-Import Bank of China, Government Agency",,"Ethiopia Electric Power Corporation, State-Owned Company; China Gezhouba Group Company Ltd. (CGGC), State-Owned Company","Ethiopia Electric Power Corporation, State-Owned Company",1.0,Vague (Official Finance),Development,208000000.0,USD,0.543652291,1.0,382597487.0,208000000.0,2007-09-24,2006-11-07,,,1,530,238,Ethiopia,ETH,ET,231,644,False,True,False,No Information,,,,,Neshi River;,"Abie Sano, (Commercial Bank of Ethiopia (CBE)); Li Ruogu, (Export-Import Bank of China); Sofian Ahmed, ; Meles Zenawi, ",14,8,ChinatoAfrica,POINT (37.98333 9.68333),376.0,ETHr104,ETH,Ethiopia,Oromiya,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
352,739,739_2374775,1,2374775,Bissau,11.86357,-15.59767,PPLC,capital of a political entity,6295630|6255146|GW|11|2374775,Earth|Africa|Guinea-Bissau|Bissau|Bissau,2,1,"$800,000 for Portuguese countries summit",,,CHN,Guinea-Bissau,GNB,150,Government and Civil Society,,,Completion,2006,2006,1471529.0,,735764.5,,True,False,2006,False,150,Government and Civil Society,Grant,Guinea-Bissau,Guinea-Bissau,2,"Unspecified Chinese Government Institution, Government Agency",,,,,OOF-like,Representational,800000.0,USD,0.543652291,1.0,1471529.0,800000.0,,,,,1,404,244,Guinea-Bissau,GNB,GW,624,654,False,False,False,,,,,,,,1,7,ChinatoAfrica,POINT (-15.59767 11.86357),430.0,GNBr109,GNB,Guinea Bissau,Bissau,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
353,740,740_2374775,1,2374775,Bissau,11.86357,-15.59767,PPLC,capital of a political entity,6295630|6255146|GW|11|2374775,Earth|Africa|Guinea-Bissau|Bissau|Bissau,2,1,New government headquarters (Government Office Building),2008-08-28,2010-11-10,CHN,Guinea-Bissau,GNB,150,Government and Civil Society,,,Completion,2007,2007,35805702.0,,35805702.0,,True,False,2007,False,150,Government and Civil Society,Grant,Guinea-Bissau,Guinea-Bissau,6,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,22000000.0,USD,0.614427284,1.0,35805702.0,22000000.0,2008-08-28,,2010-11-10,2010-05-28,1,404,244,Guinea-Bissau,GNB,GW,624,654,False,True,False,,,,,,,"Li Zhaoxing, ",9,7,ChinatoAfrica,POINT (-15.59767 11.86357),430.0,GNBr109,GNB,Guinea Bissau,Bissau,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
354,748,748_2374775,1,2374775,Bissau,11.86357,-15.59767,PPLC,capital of a political entity,6295630|6255146|GW|11|2374775,Earth|Africa|Guinea-Bissau|Bissau|Bissau,2,1,Aid to fight cholera epidemic,,,CHN,Guinea-Bissau,GNB,700,Emergency Response,,,Completion,2005,2005,39283.0,,39283.0,,True,False,2005,False,700,Emergency Response,Grant,Guinea-Bissau,Guinea-Bissau,3,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,20000.0,USD,0.5091319999999999,1.0,39283.0,20000.0,,,,,1,404,244,Guinea-Bissau,GNB,GW,624,654,False,False,False,,,,,,,"Maria Odete Semedo, ; Tiang Guangfeng, ",2,7,ChinatoAfrica,POINT (-15.59767 11.86357),430.0,GNBr109,GNB,Guinea Bissau,Bissau,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
355,758,758_1039618,1,1039618,Mavalane,-25.41444,32.58611,PPL,populated place,6295630|6255146|MZ|04|1039618,Earth|Africa|Mozambique|Maputo|Mavalane,2,1,China sends 13th medical team to Mozambique ,,,CHN,Mozambique,MOZ,120,Health,,,Completion,2002,2002,,,,,True,False,2002,False,120,Health,Free-standing technical assistance,Mozambique,Mozambique,4,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,,,,,1,541,259,Mozambique,MOZ,MZ,508,688,False,False,False,,,,,,Maputo Central Hospital; Mavalane General Hospital,"Zhao Qiang, ; Aida Libombo, ",2,6,EcologicallySensitive,POINT (32.58611 -25.41444),828.0,MOZr110,MOZ,Mozambique,Maputo Provincia,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
356,758,758_1040652,1,1040652,Maputo,-25.965529999999998,32.583220000000004,PPLC,capital of a political entity,6295630|6255146|MZ|11|1040652,Earth|Africa|Mozambique|Cidade de Maputo|Maputo,2,1,China sends 13th medical team to Mozambique ,,,CHN,Mozambique,MOZ,120,Health,,,Completion,2002,2002,,,,,True,False,2002,False,120,Health,Free-standing technical assistance,Mozambique,Mozambique,4,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,,,,,1,541,259,Mozambique,MOZ,MZ,508,688,False,False,False,,,,,,Maputo Central Hospital; Mavalane General Hospital,"Zhao Qiang, ; Aida Libombo, ",2,6,EcologicallySensitive,POINT (32.58322 -25.96553),829.0,MOZr111,MOZ,Mozambique,Maputo Cidade,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
357,762,762_1070940,1,1070940,Antananarivo,-18.91368,47.53613,PPLC,capital of a political entity,6295630|6255146|MG|7670856|1070940,Earth|Africa|Madagascar|Analamanga Region|Antananarivo,2,1,China Establishes Malaria Lab at Befelatanana Hospital,,2009-10-05,CHN,Madagascar,MDG,120,Health,,,Implementation,2011,2011,,,,,True,False,2011,False,120,Health,Grant,Madagascar,Madagascar,4,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,,,2009-10-05,,1,580,252,Madagascar,MDG,MG,450,674,False,False,False,,,,,,"Befelatanana Hospital, Antananarivo %26 more",,4,5,ChinatoAfrica,POINT (47.53613 -18.91368),747.0,MDGr101,MDG,Madagascar,Antananarivo,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
358,766,766_1040652,1,1040652,Maputo,-25.965529999999998,32.583220000000004,PPLC,capital of a political entity,6295630|6255146|MZ|11|1040652,Earth|Africa|Mozambique|Cidade de Maputo|Maputo,2,1,Chinese grant for Joaquim Chissano International Conference Center,2002-04-01,2003-06-25,CHN,Mozambique,MOZ,150,Government and Civil Society,,,Completion,2003,2003,11897786.0,,11897786.0,,True,False,2003,False,150,Government and Civil Society,Grant,Mozambique,Mozambique,2,"Unspecified Chinese Government Institution, Government Agency",,"Anhui Foreign Economic Construction Group Co., Ltd. (AFECC), State-Owned Company",,,ODA-like,Development,5400000.0,USD,0.453865945,1.0,11897786.0,5400000.0,2002-04-01,,2003-06-25,,1,541,259,Mozambique,MOZ,MZ,508,688,False,False,False,,,,,,Maputo,"Leonardo Simao, ",2,9,EcologicallySensitive,POINT (32.58322 -25.96553),829.0,MOZr111,MOZ,Mozambique,Maputo Cidade,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
359,767,767_1040652,1,1040652,Maputo,-25.965529999999998,32.583220000000004,PPLC,capital of a political entity,6295630|6255146|MZ|11|1040652,Earth|Africa|Mozambique|Cidade de Maputo|Maputo,2,1,China donates computers for Mozambique News Agency,,2003-06-18,CHN,Mozambique,MOZ,220,Communications,,,Completion,2003,2003,,,,,True,False,2003,False,220,Communications,Grant,Mozambique,Mozambique,1,"Xinhua News Agency, Government Agency",,,"Mozambique News Agency (AIM), State-Owned Company",1.0,ODA-like,Development,,,,,,,,,2003-06-18,,1,541,259,Mozambique,MOZ,MZ,508,688,False,False,False,,,,,,Maputo,"Chen Duqing, +258-1-491566 (Chinese Embassy)",0,7,EcologicallySensitive,POINT (32.58322 -25.96553),829.0,MOZr111,MOZ,Mozambique,Maputo Cidade,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
